idx,image_key,question,question_type,split,reference_image,logit_Ref,logit_Know,logit_Reason,logit_Decide,p_Ref,p_Know,p_Reason,p_Decide,margin_Ref,margin_Know,margin_Reason,margin_Decide,y_Ref,y_Know,y_Reason,y_Decide,vector,active_experts,prior_vector,match_prior
362,DS-MVTec/cable/image/cable_swap/002.png,There is a defect in the object. What is a potential effect of the defect?,Defect Analysis,train,080.png,-5.721374,19.909487,12.493352,2.926474,0.003265,1.000000,0.999996,0.949140,-0.171735,+0.825000,+0.824996,+0.774140,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
363,DS-MVTec/cable/image/cable_swap/003.png,Is there any defect in the object?,Anomaly Detection,train,151.png,15.580750,-7.719736,-15.483727,3.217294,1.000000,0.000444,0.000000,0.961480,+0.825000,-0.174556,-0.175000,+0.786480,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
364,DS-MVTec/cable/image/cable_swap/003.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,151.png,12.712019,5.328010,-5.957698,3.814509,0.999997,0.995170,0.002579,0.978427,+0.824997,+0.820170,-0.172421,+0.803427,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
365,DS-MVTec/cable/image/cable_swap/003.png,There is a defect in the object. Where is the defect?,Defect Localization,train,151.png,13.446219,-6.175697,-13.060918,2.837821,0.999999,0.002075,0.000002,0.944686,+0.824999,-0.172925,-0.174998,+0.769686,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
366,DS-MVTec/cable/image/cable_swap/003.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,151.png,4.806773,16.693947,5.595563,3.675259,0.991892,1.000000,0.996299,0.975284,+0.816892,+0.825000,+0.821299,+0.800284,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
367,DS-MVTec/cable/image/cable_swap/003.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,151.png,-4.444439,18.272610,11.034774,2.777512,0.011607,1.000000,0.999984,0.941448,-0.163393,+0.825000,+0.824984,+0.766448,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
368,DS-MVTec/cable/image/cable_swap/004.png,Is there any defect in the object?,Anomaly Detection,train,091.png,15.616718,-7.694971,-15.479541,3.217734,1.000000,0.000455,0.000000,0.961496,+0.825000,-0.174545,-0.175000,+0.786496,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
369,DS-MVTec/cable/image/cable_swap/004.png,There is a defect in the object. Where is the defect?,Defect Localization,train,091.png,13.524954,-6.213597,-13.113718,2.836003,0.999999,0.001998,0.000002,0.944591,+0.824999,-0.173002,-0.174998,+0.769591,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
370,DS-MVTec/cable/image/cable_swap/004.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,091.png,4.866635,16.642372,5.542683,3.669146,0.992360,1.000000,0.996099,0.975136,+0.817360,+0.825000,+0.821099,+0.800136,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
371,DS-MVTec/cable/image/cable_swap/004.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,eval,091.png,-4.357347,18.203796,10.958447,2.772828,0.012650,1.000000,0.999983,0.941190,-0.162350,+0.825000,+0.824983,+0.766190,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
372,DS-MVTec/cable/image/cable_swap/005.png,Is there any defect in the object?,Anomaly Detection,train,142.png,15.525014,-7.586660,-15.329208,3.189963,1.000000,0.000507,0.000000,0.960455,+0.825000,-0.174493,-0.175000,+0.785455,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
373,DS-MVTec/cable/image/cable_swap/005.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,142.png,12.625752,5.673730,-5.692397,3.815855,0.999997,0.996577,0.003360,0.978455,+0.824997,+0.821577,-0.171640,+0.803455,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
374,DS-MVTec/cable/image/cable_swap/005.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,142.png,4.717369,17.039532,5.860353,3.676948,0.991141,1.000000,0.997158,0.975324,+0.816141,+0.825000,+0.822158,+0.800324,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
375,DS-MVTec/cable/image/cable_swap/005.png,There is a defect in the object. What additional detail is observed about the defect?,Defect Analysis,train,142.png,-3.878825,16.491041,9.886168,2.589733,0.020256,1.000000,0.999949,0.930198,-0.154744,+0.825000,+0.824949,+0.755198,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
376,DS-MVTec/cable/image/cable_swap/006.png,Is there any defect in the object?,Anomaly Detection,train,129.png,16.118687,-7.880293,-15.906285,3.302168,1.000000,0.000378,0.000000,0.964503,+0.825000,-0.174622,-0.175000,+0.789503,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
377,DS-MVTec/cable/image/cable_swap/006.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,129.png,13.506260,4.642323,-6.808023,3.850884,0.999999,0.990457,0.001104,0.979182,+0.824999,+0.815457,-0.173896,+0.804182,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
378,DS-MVTec/cable/image/cable_swap/006.png,There is a defect in the object. Where is the defect?,Defect Localization,train,129.png,14.128060,-6.615876,-13.705364,2.901401,0.999999,0.001337,0.000001,0.947916,+0.824999,-0.173663,-0.174999,+0.772916,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
379,DS-MVTec/cable/image/cable_swap/006.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,129.png,5.620877,15.996731,4.726975,3.712555,0.996392,1.000000,0.991224,0.976167,+0.821392,+0.825000,+0.816224,+0.801167,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
380,DS-MVTec/cable/image/cable_swap/006.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,129.png,-3.677554,17.690319,10.355861,2.787825,0.024661,1.000000,0.999968,0.942014,-0.150339,+0.825000,+0.824968,+0.767014,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
381,DS-MVTec/cable/image/cable_swap/007.png,Is there any defect in the object?,Anomaly Detection,train,151.png,15.413706,-7.509604,-15.195035,3.165142,1.000000,0.000547,0.000000,0.959501,+0.825000,-0.174452,-0.175000,+0.784501,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
382,DS-MVTec/cable/image/cable_swap/007.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,151.png,12.393381,6.078540,-5.317399,3.822413,0.999996,0.997714,0.004882,0.978593,+0.824996,+0.822714,-0.170118,+0.803593,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
383,DS-MVTec/cable/image/cable_swap/007.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,151.png,4.474053,17.437222,6.222827,3.686142,0.988727,1.000000,0.998020,0.975545,+0.813727,+0.825000,+0.823020,+0.800545,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
384,DS-MVTec/cable/image/cable_swap/008.png,Is there any defect in the object?,Anomaly Detection,train,163.png,13.989202,-7.311327,-14.328534,2.977148,0.999999,0.000667,0.000001,0.951531,+0.824999,-0.174333,-0.174999,+0.776531,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
385,DS-MVTec/cable/image/cable_swap/008.png,There is a defect in the object. What is the type of defect?,Defect Classification,eval,163.png,8.848189,6.469500,-3.091469,3.356154,0.999856,0.998452,0.043461,0.966306,+0.824856,+0.823452,-0.131539,+0.791306,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
386,DS-MVTec/cable/image/cable_swap/008.png,There is a defect in the object. Where is the defect?,Defect Localization,train,163.png,11.693316,-5.939600,-11.922391,2.578256,0.999992,0.002626,0.000007,0.929449,+0.824992,-0.172374,-0.174993,+0.754449,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
387,DS-MVTec/cable/image/cable_swap/008.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,163.png,2.919216,16.701820,6.643250,3.396917,0.948788,1.000000,0.998699,0.967608,+0.773788,+0.825000,+0.823699,+0.792608,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
388,DS-MVTec/cable/image/cable_swap/008.png,There is a defect in the object. What additional information is provided about the defect?,Defect Analysis,train,163.png,-3.366757,13.200387,7.936957,2.253818,0.033351,0.999998,0.999643,0.904979,-0.141649,+0.824998,+0.824643,+0.729979,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
389,DS-MVTec/cable/image/cable_swap/009.png,Is there any defect in the object?,Anomaly Detection,train,147.png,15.748508,-7.733267,-15.582646,3.237597,1.000000,0.000438,0.000000,0.962225,+0.825000,-0.174562,-0.175000,+0.787225,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
390,DS-MVTec/cable/image/cable_swap/009.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,147.png,13.011553,5.056128,-6.278413,3.813509,0.999998,0.993670,0.001873,0.978406,+0.824998,+0.818670,-0.173127,+0.803406,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
391,DS-MVTec/cable/image/cable_swap/009.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,147.png,13.698936,-6.341462,-13.289931,2.847624,0.999999,0.001759,0.000002,0.945196,+0.824999,-0.173241,-0.174998,+0.770196,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
392,DS-MVTec/cable/image/cable_swap/009.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,147.png,5.111483,16.419069,5.270085,3.674501,0.994009,1.000000,0.994883,0.975265,+0.819009,+0.825000,+0.819883,+0.800265,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
393,DS-MVTec/cable/image/cable_swap/009.png,There is a defect in the object. What is the potential effect of the defect?,Defect Analysis,eval,147.png,-5.438581,19.019455,11.898354,2.802827,0.004327,1.000000,0.999993,0.942828,-0.170673,+0.825000,+0.824993,+0.767828,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
394,DS-MVTec/cable/image/cable_swap/010.png,Is there any defect in the object?,Anomaly Detection,train,080.png,15.351249,-7.502184,-15.156342,3.154806,1.000000,0.000552,0.000000,0.959098,+0.825000,-0.174448,-0.175000,+0.784098,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
395,DS-MVTec/cable/image/cable_swap/010.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,080.png,12.635421,5.314618,-5.855632,3.745252,0.999997,0.995105,0.002856,0.976916,+0.824997,+0.820105,-0.172144,+0.801916,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
396,DS-MVTec/cable/image/cable_swap/010.png,There is a defect in the object. Where is the defect?,Defect Localization,train,080.png,13.316973,-6.071791,-12.859298,2.777142,0.999998,0.002302,0.000003,0.941428,+0.824998,-0.172698,-0.174997,+0.766428,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
397,DS-MVTec/cable/image/cable_swap/010.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,080.png,4.725037,16.680536,5.697221,3.606501,0.991208,1.000000,0.996656,0.973571,+0.816208,+0.825000,+0.821656,+0.798571,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
398,DS-MVTec/cable/image/cable_swap/010.png,There is a defect in the object. What could be the effect of the defect?,Defect Analysis,train,080.png,-5.225115,17.974686,11.258247,2.666701,0.005351,1.000000,0.999987,0.935033,-0.169649,+0.825000,+0.824987,+0.760033,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
399,DS-MVTec/cable/image/cable_swap/011.png,Is there any defect in the object?,Anomaly Detection,eval,091.png,15.213477,-7.649390,-15.251660,3.167103,1.000000,0.000476,0.000000,0.959577,+0.825000,-0.174524,-0.175000,+0.784577,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
400,DS-MVTec/cable/image/cable_swap/011.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,091.png,12.282524,5.310797,-5.753054,3.756185,0.999995,0.995086,0.003163,0.977161,+0.824995,+0.820086,-0.171837,+0.802161,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
401,DS-MVTec/cable/image/cable_swap/011.png,There is a defect in the object. Where is the defect?,Defect Localization,train,091.png,13.036057,-6.175590,-12.856067,2.782474,0.999998,0.002075,0.000003,0.941721,+0.824998,-0.172925,-0.174997,+0.766721,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
402,DS-MVTec/cable/image/cable_swap/011.png,"There is a defect in the object. What is the additional effect of the ""missing wire"" defect?",Defect Analysis,train,091.png,-5.650921,17.375973,11.135524,2.631741,0.003502,1.000000,0.999985,0.932877,-0.171498,+0.825000,+0.824985,+0.757877,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
403,DS-MVTec/cable/image/combined/000.png,Is there any defect in the object?,Anomaly Detection,train,091.png,15.816499,-7.813740,-15.687164,3.257267,1.000000,0.000404,0.000000,0.962933,+0.825000,-0.174596,-0.175000,+0.787933,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
404,DS-MVTec/cable/image/combined/000.png,There are some defects in the object. Where are these defects located in the picture?,Defect Localization,train,091.png,13.600864,-4.089487,-11.874187,2.989665,0.999999,0.016472,0.000007,0.952105,+0.824999,-0.158528,-0.174993,+0.777105,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
405,DS-MVTec/cable/image/combined/000.png,There are some defects in the object. What is the appearance of the defects?,Defect Description,train,091.png,4.712926,14.303316,4.282383,3.399843,0.991101,0.999999,0.986378,0.967700,+0.816101,+0.824999,+0.811378,+0.792700,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
406,DS-MVTec/cable/image/combined/000.png,There are some defects in the object. What could be the potential effect of these defects?,Defect Analysis,train,091.png,-5.546222,17.201317,11.031416,2.603737,0.003887,1.000000,0.999984,0.931102,-0.171113,+0.825000,+0.824984,+0.756102,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
407,DS-MVTec/cable/image/combined/001.png,Is there any defect in the object?,Anomaly Detection,train,156.png,16.414976,-7.901059,-16.052774,3.336168,1.000000,0.000370,0.000000,0.965649,+0.825000,-0.174630,-0.175000,+0.790649,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
408,DS-MVTec/cable/image/combined/001.png,There are some defects in the object. What are the types of the defects?,Defect Classification,train,156.png,9.283430,4.166455,-4.529204,3.137998,0.999907,0.984730,0.010674,0.958433,+0.824907,+0.809730,-0.164326,+0.783433,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
409,DS-MVTec/cable/image/combined/001.png,There are some defects in the object. Where are these defects located in the picture?,Defect Localization,train,156.png,14.330095,-4.274240,-12.350601,3.060506,0.999999,0.013731,0.000004,0.955234,+0.824999,-0.161269,-0.174996,+0.780234,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
410,DS-MVTec/cable/image/combined/001.png,There are some defects in the object. What is the appearance of the defects?,Defect Description,train,156.png,5.575452,14.009777,3.661236,3.471961,0.996225,0.999999,0.974943,0.969879,+0.821225,+0.824999,+0.799943,+0.794879,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
411,DS-MVTec/cable/image/combined/001.png,There are some defects in the object. What could be the effect of these defects?,Defect Analysis,train,156.png,-5.063138,15.808343,10.091346,2.408826,0.006286,1.000000,0.999959,0.917498,-0.168714,+0.825000,+0.824959,+0.742498,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
412,DS-MVTec/cable/image/combined/002.png,Is there any defect in the object?,Anomaly Detection,train,051.png,16.396107,-7.706856,-15.847698,3.302507,1.000000,0.000450,0.000000,0.964515,+0.825000,-0.174550,-0.175000,+0.789515,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
413,DS-MVTec/cable/image/combined/002.png,There are some defects in the object. What are the types of the defects?,Defect Classification,eval,051.png,8.978122,5.048334,-3.811888,3.160820,0.999874,0.993621,0.021628,0.959333,+0.824874,+0.818621,-0.153372,+0.784333,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
414,DS-MVTec/cable/image/combined/002.png,There are some defects in the object. Where are these defects in the picture?,Defect Localization,eval,051.png,15.430338,-4.501493,-13.072255,3.193670,1.000000,0.010971,0.000002,0.960595,+0.825000,-0.164029,-0.174998,+0.785595,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
415,DS-MVTec/cable/image/combined/002.png,There are some defects in the object. What is the appearance of the defects?,Defect Description,train,051.png,5.270143,14.891655,4.378552,3.494783,0.994883,1.000000,0.987612,0.970539,+0.819883,+0.825000,+0.812612,+0.795539,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
416,DS-MVTec/cable/image/combined/002.png,There are some defects in the object. What could be the potential effect of these defects?,Defect Analysis,eval,051.png,-5.444985,17.762041,11.281933,2.657027,0.004299,1.000000,0.999987,0.934443,-0.170701,+0.825000,+0.824987,+0.759443,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
417,DS-MVTec/cable/image/combined/003.png,Is there any defect in the object?,Anomaly Detection,train,191.png,17.204351,-8.027809,-16.558687,3.444485,1.000000,0.000326,0.000000,0.969066,+0.825000,-0.174674,-0.175000,+0.794066,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
