idx,image_key,question_type,question,vector,p_Ref,p_Know,p_Reason,p_Decide,y_Ref,y_Know,y_Reason,y_Decide,active_experts,n_images
429,DS-MVTec/cable/image/combined/005.png,Defect Analysis,There are some defects in the object. What are the potential effects of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
430,DS-MVTec/cable/image/combined/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
431,DS-MVTec/cable/image/combined/006.png,Defect Classification,There are some defects in the object. What types of defects are present?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
432,DS-MVTec/cable/image/combined/006.png,Defect Localization,There are some defects in the object. Where are these defects located in the picture?,0001,,,,,0,0,0,1,Decision Maker,1
433,DS-MVTec/cable/image/combined/006.png,Defect Description,There are some defects in the object. What is the appearance of the defects?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
434,DS-MVTec/cable/image/combined/006.png,Defect Analysis,There are some defects in the object. What are the potential effects of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
435,DS-MVTec/cable/image/combined/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
436,DS-MVTec/cable/image/combined/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
437,DS-MVTec/cable/image/combined/007.png,Defect Description,There are some defects in the object. What is the appearance of the defects?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
438,DS-MVTec/cable/image/combined/007.png,Defect Analysis,There are some defects in the object. What could be the effect of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
439,DS-MVTec/cable/image/combined/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
440,DS-MVTec/cable/image/combined/008.png,Defect Classification,There are some defects in the object. What are the types of the defects?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
441,DS-MVTec/cable/image/combined/008.png,Defect Localization,There are some defects in the object. Where are these defects in the picture?,0001,,,,,0,0,0,1,Decision Maker,1
442,DS-MVTec/cable/image/combined/008.png,Defect Description,There are some defects in the object. What is the appearance of the defects?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
443,DS-MVTec/cable/image/combined/008.png,Defect Analysis,There are some defects in the object. What are the potential effects of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
444,DS-MVTec/cable/image/combined/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
445,DS-MVTec/cable/image/combined/009.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
446,DS-MVTec/cable/image/combined/009.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
447,DS-MVTec/cable/image/combined/009.png,Defect Analysis,There are some defects in the object. What are the potential effects of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
448,DS-MVTec/cable/image/combined/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
449,DS-MVTec/cable/image/combined/010.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
450,DS-MVTec/cable/image/combined/010.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
451,DS-MVTec/cable/image/cut_inner_insulation/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
452,DS-MVTec/cable/image/cut_inner_insulation/000.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
453,DS-MVTec/cable/image/cut_inner_insulation/000.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
454,DS-MVTec/cable/image/cut_inner_insulation/000.png,Defect Analysis,There is a defect in the object. What effect does the defect have on the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
455,DS-MVTec/cable/image/cut_inner_insulation/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
456,DS-MVTec/cable/image/cut_inner_insulation/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
457,DS-MVTec/cable/image/cut_inner_insulation/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
458,DS-MVTec/cable/image/cut_inner_insulation/001.png,Defect Analysis,There is a defect in the object. What could potentially be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
459,DS-MVTec/cable/image/cut_inner_insulation/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
460,DS-MVTec/cable/image/cut_inner_insulation/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
461,DS-MVTec/cable/image/cut_inner_insulation/002.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
462,DS-MVTec/cable/image/cut_inner_insulation/002.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
463,DS-MVTec/cable/image/cut_inner_insulation/002.png,Defect Analysis,There is a defect in the object. How could the defect potentially affect the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
464,DS-MVTec/cable/image/cut_inner_insulation/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
465,DS-MVTec/cable/image/cut_inner_insulation/003.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
466,DS-MVTec/cable/image/cut_inner_insulation/003.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
467,DS-MVTec/cable/image/cut_inner_insulation/003.png,Defect Analysis,There is a defect in the object. What could be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
468,DS-MVTec/cable/image/cut_inner_insulation/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
469,DS-MVTec/cable/image/cut_inner_insulation/004.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
470,DS-MVTec/cable/image/cut_inner_insulation/004.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
471,DS-MVTec/cable/image/cut_inner_insulation/004.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
472,DS-MVTec/cable/image/cut_inner_insulation/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
473,DS-MVTec/cable/image/cut_inner_insulation/005.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
474,DS-MVTec/cable/image/cut_inner_insulation/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
475,DS-MVTec/cable/image/cut_inner_insulation/005.png,Defect Analysis,There is a defect in the object. What is another issue present in the image relating to the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
476,DS-MVTec/cable/image/cut_inner_insulation/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
477,DS-MVTec/cable/image/cut_inner_insulation/006.png,Defect Classification,There is a defect in the object. What is the type of the defect on the blue-insulated section of the cable?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
478,DS-MVTec/cable/image/cut_inner_insulation/006.png,Defect Localization,There is a defect in the object. Where is the defect on the blue-insulated section?,0001,,,,,0,0,0,1,Decision Maker,1
479,DS-MVTec/cable/image/cut_inner_insulation/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect on the blue-insulated section?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
480,DS-MVTec/cable/image/cut_inner_insulation/006.png,Defect Analysis,There is a defect in the object. What additional defect appears to be present in the cable?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
481,DS-MVTec/cable/image/cut_inner_insulation/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
482,DS-MVTec/cable/image/cut_inner_insulation/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
483,DS-MVTec/cable/image/cut_inner_insulation/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
484,DS-MVTec/cable/image/cut_inner_insulation/007.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
485,DS-MVTec/cable/image/cut_inner_insulation/007.png,Defect Analysis,There is a defect in the object. What could be the effect of this defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
486,DS-MVTec/cable/image/cut_inner_insulation/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
487,DS-MVTec/cable/image/cut_inner_insulation/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
488,DS-MVTec/cable/image/cut_inner_insulation/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
489,DS-MVTec/cable/image/cut_inner_insulation/008.png,Defect Analysis,There is a defect in the object. What could be the potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
490,DS-MVTec/cable/image/cut_inner_insulation/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
491,DS-MVTec/cable/image/cut_inner_insulation/009.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
492,DS-MVTec/cable/image/cut_inner_insulation/009.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
493,DS-MVTec/cable/image/cut_inner_insulation/009.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
494,DS-MVTec/cable/image/cut_inner_insulation/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
495,DS-MVTec/cable/image/cut_inner_insulation/010.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
496,DS-MVTec/cable/image/cut_inner_insulation/010.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
497,DS-MVTec/cable/image/cut_inner_insulation/010.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
498,DS-MVTec/cable/image/cut_inner_insulation/010.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
499,DS-MVTec/cable/image/cut_inner_insulation/011.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
500,DS-MVTec/cable/image/cut_inner_insulation/011.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
501,DS-MVTec/cable/image/cut_inner_insulation/011.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
502,DS-MVTec/cable/image/cut_inner_insulation/011.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
503,DS-MVTec/cable/image/cut_inner_insulation/011.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
504,DS-MVTec/cable/image/cut_inner_insulation/012.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
505,DS-MVTec/cable/image/cut_inner_insulation/012.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
